Type;Datum;Order;LysimeterType;Material;Cd;Cr;Cu;Ni;Pb;Zn;ID;Time;FecPrev2;EC;PH;FecPrev;Prec;Humidity;AirTemp;EvoTrans;Infiltration;Interflow;SoilMoisture;SoilTemp;SurfaceRunoff
G;05/08/2014;25;1;LL;0,25;27,81;108,5;4,13;16,75;276,5;LL_1;622;05/08/2014;60,2;6,68;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;;;;;102,1538462
G;05/08/2014;25;2;LL;0,13;9,13;35,5;1,02;5,25;82,25;LL_2;622;05/08/2014;78,7;6,74;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;;;;;68,61538462
G;05/08/2014;25;3;LL;0,19;11,19;38,88;2;6,75;84,44;LL_3;622;05/08/2014;98;6,77;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;;;;;97,53846154
G;05/08/2014;25;OA;OB;;;;;;;OB_OA;622;05/08/2014;179;6,61;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;13,42307692;0,807692308;26,15384615;21,50769231;23,07692308
G;05/08/2014;25;OA;OB15;;;;;;;OB15_OA;622;05/08/2014;356;7,61;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;12,69230769;0,269230769;18,46153846;21,91538462;19,38461538
G;05/08/2014;25;OA;BS;;;;;;;BS_OA;622;05/08/2014;262;7,52;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;26,88461538;0,269230769;15,5;22,26923077;11,07692308
G;05/08/2014;25;ZA;OB;;;;;;;OB_ZA;622;05/08/2014;179;6,61;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;13,42307692;0,807692308;26,15384615;21,50769231;23,07692308
G;05/08/2014;25;ZA;OB15;;;;;;;OB15_ZA;622;05/08/2014;356;7,61;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;12,69230769;0,269230769;18,46153846;21,91538462;19,38461538
G;05/08/2014;25;ZA;BS;;;;;;;BS_ZA;622;05/08/2014;262;7,52;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;26,88461538;0,269230769;15,5;22,26923077;11,07692308
G;05/08/2014;25;VS;OB;0,25;18,56;88,5;6,42;33;79,94;OB_VS;622;05/08/2014;179;6,61;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;13,42307692;0,807692308;26,15384615;21,50769231;23,07692308
G;05/08/2014;25;VS;OB15;0,23;8,19;15,25;3,48;9,5;11,5;OB15_VS;622;05/08/2014;356;7,61;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;12,69230769;0,269230769;18,46153846;21,91538462;19,38461538
G;05/08/2014;25;VS;BS;0,38;5,94;10,25;3,13;10;27,44;BS_VS;622;05/08/2014;262;7,52;05/08/2014;4,307692308;79,66923077;21,06153846;3,392307692;26,88461538;0,269230769;15,5;22,26923077;11,07692308
G;05/09/2014;26;1;LL;0,03;28,19;157,5;10,75;22,63;375,5;LL_1;653;05/09/2014;95,6;7,41;05/09/2014;0,3625;75,2125;15,2375;2,6;;;;;0,25
G;05/09/2014;26;2;LL;0,05;4,29;29;2;0,19;31,5;LL_2;653;05/09/2014;143;7,7;05/09/2014;0,3625;75,2125;15,2375;2,6;;;;;4,375
G;05/09/2014;26;3;LL;0,07;6,21;36,25;12,13;0,63;62,19;LL_3;653;05/09/2014;1523;7,51;05/09/2014;0,3625;75,2125;15,2375;2,6;;;;;13,25
G;05/09/2014;26;OA;OB;;;;;;;OB_OA;653;05/09/2014;195,2;7,7;05/09/2014;0,3625;75,2125;15,2375;2,6;0,90625;0;26,88125;16,40625;0
G;05/09/2014;26;OA;OB15;;;;;;;OB15_OA;653;05/09/2014;343;7,98;05/09/2014;0,3625;75,2125;15,2375;2,6;1,625;0;15,875;16,73125;0
G;05/09/2014;26;OA;BS;;;;;;;BS_OA;653;05/09/2014;242;7,85;05/09/2014;0,3625;75,2125;15,2375;2,6;1,59375;0;14,20625;16,85;0
G;05/09/2014;26;ZA;OB;;;;;;;OB_ZA;653;05/09/2014;195,2;7,7;05/09/2014;0,3625;75,2125;15,2375;2,6;0,90625;0;26,88125;16,40625;0
G;05/09/2014;26;ZA;OB15;;;;;;;OB15_ZA;653;05/09/2014;343;7,98;05/09/2014;0,3625;75,2125;15,2375;2,6;1,625;0;15,875;16,73125;0
G;05/09/2014;26;ZA;BS;;;;;;;BS_ZA;653;05/09/2014;242;7,85;05/09/2014;0,3625;75,2125;15,2375;2,6;1,59375;0;14,20625;16,85;0
G;05/09/2014;26;VS;OB;0,09;7,01;97,5;6;21,5;52,25;OB_VS;653;05/09/2014;195,2;7,7;05/09/2014;0,3625;75,2125;15,2375;2,6;0,90625;0;26,88125;16,40625;0
G;05/09/2014;26;VS;OB15;0,1;2,83;16,63;4;3;33,56;OB15_VS;653;05/09/2014;343;7,98;05/09/2014;0,3625;75,2125;15,2375;2,6;1,625;0;15,875;16,73125;0
G;05/09/2014;26;VS;BS;0,1;3,03;11,38;1,88;0,29;1,5;BS_VS;653;05/09/2014;242;7,85;05/09/2014;0,3625;75,2125;15,2375;2,6;1,59375;0;14,20625;16,85;0
G;02/10/2014;27;1;LL;0,17;11;42,88;1,34;5,13;99,31;LL_1;680;02/10/2014;81;7,04;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;;;;;13,45454545
G;02/10/2014;27;2;LL;0,18;11,25;35;1,54;4,5;89,63;LL_2;680;02/10/2014;100,8;7,43;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;;;;;6,181818182
G;02/10/2014;27;3;LL;0,16;13,69;52,13;1,74;9,75;127,38;LL_3;680;02/10/2014;103,8;7,5;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;;;;;3,818181818
G;02/10/2014;27;OA;OB;;;;;;;OB_OA;680;02/10/2014;226;7,62;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;2,636363636;0,090909091;29,70909091;14,98181818;1,818181818
G;02/10/2014;27;OA;OB15;;;;;;;OB15_OA;680;02/10/2014;446;8,23;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;3,136363636;0,045454545;19,33636364;15,34545455;1,272727273
G;02/10/2014;27;OA;BS;;;;;;;BS_OA;680;02/10/2014;486;8,03;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;4,363636364;0;16,40909091;15,49090909;0
G;02/10/2014;27;ZA;OB;;;;;;;OB_ZA;680;02/10/2014;226;7,62;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;2,636363636;0,090909091;29,70909091;14,98181818;1,818181818
G;02/10/2014;27;ZA;OB15;;;;;;;OB15_ZA;680;02/10/2014;446;8,23;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;3,136363636;0,045454545;19,33636364;15,34545455;1,272727273
G;02/10/2014;27;ZA;BS;;;;;;;BS_ZA;680;02/10/2014;486;8,03;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;4,363636364;0;16,40909091;15,49090909;0
G;02/10/2014;27;VS;OB;0,3;29,81;158,5;6,38;46,63;80,25;OB_VS;680;02/10/2014;226;7,62;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;2,636363636;0,090909091;29,70909091;14,98181818;1,818181818
G;02/10/2014;27;VS;OB15;0,27;2,69;13,5;2,89;4,86;18,6;OB15_VS;680;02/10/2014;446;8,23;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;3,136363636;0,045454545;19,33636364;15,34545455;1,272727273
G;02/10/2014;27;VS;BS;0,39;4,81;10,75;2,02;7,38;42,56;BS_VS;680;02/10/2014;486;8,03;02/10/2014;0,536363636;84,44545455;13,38181818;1,709090909;4,363636364;0;16,40909091;15,49090909;0
G;06/11/2014;28;1;LL;0,06;13,19;53,75;4,13;5,25;126,69;LL_1;715;06/11/2014;78,7;7,02;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;;;;;61,36363636
G;06/11/2014;28;2;LL;0,13;3,38;15;1,15;1;54;LL_2;715;06/11/2014;86,9;7,13;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;;;;;19,81818182
G;06/11/2014;28;3;LL;0,16;4,94;22,38;2,13;1,2;49,94;LL_3;715;06/11/2014;106;7,44;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;;;;;19,18181818
G;06/11/2014;28;OA;OB;;;;;;;OB_OA;715;06/11/2014;256;7,32;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;8,25;0,409090909;31,25909091;12,66818182;3
G;06/11/2014;28;OA;OB15;;;;;;;OB15_OA;715;06/11/2014;333;8,13;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;3,409090909;0,090909091;19,89545455;12,95909091;4
G;06/11/2014;28;OA;BS;;;;;;;BS_OA;715;06/11/2014;195,7;7,81;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;16,38636364;0,022727273;16,88181818;13,03181818;0,090909091
G;06/11/2014;28;ZA;OB;;;;;;;OB_ZA;715;06/11/2014;256;7,32;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;8,25;0,409090909;31,25909091;12,66818182;3
G;06/11/2014;28;ZA;OB15;;;;;;;OB15_ZA;715;06/11/2014;333;8,13;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;3,409090909;0,090909091;19,89545455;12,95909091;4
G;06/11/2014;28;ZA;BS;;;;;;;BS_ZA;715;06/11/2014;195,7;7,81;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;16,38636364;0,022727273;16,88181818;13,03181818;0,090909091
G;06/11/2014;28;VS;OB;0,38;38,44;183;15,13;58,13;99,94;OB_VS;715;06/11/2014;256;7,32;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;8,25;0,409090909;31,25909091;12,66818182;3
G;06/11/2014;28;VS;OB15;0,31;3,75;15,5;2,5;2,25;29,45;OB15_VS;715;06/11/2014;333;8,13;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;3,409090909;0,090909091;19,89545455;12,95909091;4
G;06/11/2014;28;VS;BS;0,13;3,19;6,25;2;3,13;1,35;BS_VS;715;06/11/2014;195,7;7,81;06/11/2014;1,095454545;90,78636364;10,38636364;0,777272727;16,38636364;0,022727273;16,88181818;13,03181818;0,090909091
G;04/12/2014;29;1;LL;0,25;24,56;94,38;8,13;11,88;220,63;LL_1;743;04/12/2014;135,4;7,45;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;12
G;04/12/2014;29;2;LL;0,17;7,75;27,75;2;2;53;LL_2;743;04/12/2014;126;7,73;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;2,933333333
G;04/12/2014;29;3;LL;0,18;17,44;61,5;6;5,5;136,94;LL_3;743;04/12/2014;178,2;7,51;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;5,466666667
G;04/12/2014;29;OA;OB;;;;;;;OB_OA;743;04/12/2014;198,8;7,81;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;04/12/2014;29;OA;OB15;;;;;;;OB15_OA;743;04/12/2014;274;8,05;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;04/12/2014;29;OA;BS;;;;;;;BS_OA;743;04/12/2014;253;7,82;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;04/12/2014;29;ZA;OB;;;;;;;OB_ZA;743;04/12/2014;198,8;7,81;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;04/12/2014;29;ZA;OB15;;;;;;;OB15_ZA;743;04/12/2014;274;8,05;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;04/12/2014;29;ZA;BS;;;;;;;BS_ZA;743;04/12/2014;253;7,82;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;04/12/2014;29;VS;OB;0,25;23;104,75;8,88;33,13;73,94;OB_VS;743;04/12/2014;198,8;7,81;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;04/12/2014;29;VS;OB15;0,23;3,44;12;3;1,63;3,2;OB15_VS;743;04/12/2014;274;8,05;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;04/12/2014;29;VS;BS;0,22;4,75;2,15;2;3,13;3,95;BS_VS;743;04/12/2014;253;7,82;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;29/10/2015;30;1;LL;0,4;55,27;235,55;22,87;23,09;624,63;LL_1;1072;29/10/2015;149,9;7,46;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;12
G;29/10/2015;30;2;LL;0,32;14,33;63,3;6,81;5,71;156,8;LL_2;1072;29/10/2015;124,5;7,34;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;2,933333333
G;29/10/2015;30;3;LL;0,41;14,17;84,59;6,34;6,71;197,16;LL_3;1072;29/10/2015;121,8;7,26;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;5,466666667
G;29/10/2015;30;OA;OB;0,29;11,45;62,71;6,49;4,82;151,28;OB_OA;1072;29/10/2015;195;7,55;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;29/10/2015;30;OA;OB15;0,25;1,44;9,47;2,24;1,52;36,08;OB15_OA;1072;29/10/2015;281;7,93;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;29/10/2015;30;OA;BS;;;;;;;BS_OA;1072;29/10/2015;176,5;7,69;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;29/10/2015;30;ZA;OB;;;;;;;OB_ZA;1072;29/10/2015;195;7,55;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;29/10/2015;30;ZA;OB15;;;;;;;OB15_ZA;1072;29/10/2015;281;7,93;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;29/10/2015;30;ZA;BS;;;;;;;BS_ZA;1072;29/10/2015;176,5;7,69;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;29/10/2015;30;VS;OB;0,42;6,88;57,01;7,57;14,04;45,51;OB_VS;1072;29/10/2015;195;7,55;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;29/10/2015;30;VS;OB15;0,59;3,58;23,93;7,85;8,3;11;OB15_VS;1072;29/10/2015;281;7,93;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;29/10/2015;30;VS;BS;0,4;3,46;8,94;2,74;37,68;39,28;BS_VS;1072;29/10/2015;176,5;7,69;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;25/11/2015;31;1;LL;0,23;4,84;13,1;1,91;3;42,36;LL_1;1099;25/11/2015;109,4;7,39;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;12
G;25/11/2015;31;2;LL;0,25;8,29;33,95;3,56;9,98;119,84;LL_2;1099;25/11/2015;102,6;7,32;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;2,933333333
G;25/11/2015;31;3;LL;0,3;5,27;19,3;2,89;3,96;42,42;LL_3;1099;25/11/2015;85,6;7,21;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;5,466666667
G;25/11/2015;31;OA;OB;0,42;31,28;116,23;11,96;16,29;310,29;OB_OA;1099;25/11/2015;181,9;7,44;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;25/11/2015;31;OA;OB15;0,21;6,14;10,1;4,26;2,8;38,58;OB15_OA;1099;25/11/2015;235;8,04;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;25/11/2015;31;OA;BS;;;;;;;BS_OA;1099;25/11/2015;190,2;7,89;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;25/11/2015;31;ZA;OB;;;;;;;OB_ZA;1099;25/11/2015;181,9;7,44;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;25/11/2015;31;ZA;OB15;;;;;;;OB15_ZA;1099;25/11/2015;235;8,04;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;25/11/2015;31;ZA;BS;;;;;;;BS_ZA;1099;25/11/2015;190,2;7,89;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;25/11/2015;31;VS;OB;0,47;12,84;60,86;6,66;24,56;95,45;OB_VS;1099;25/11/2015;181,9;7,44;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;25/11/2015;31;VS;OB15;0,5;6,73;15,78;6,92;11,85;17,76;OB15_VS;1099;25/11/2015;235;8,04;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;25/11/2015;31;VS;BS;0,56;16,66;10,79;8,14;92,24;46,4;BS_VS;1099;25/11/2015;190,2;7,89;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;21/12/2015;32;1;LL;0,16;0,66;6,79;0,72;0,25;30,4;LL_1;1125;21/12/2015;111,1;7,37;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;12
G;21/12/2015;32;2;LL;0,23;9,45;49,59;2,05;6,3;161,61;LL_2;1125;21/12/2015;275;7,6;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;2,933333333
G;21/12/2015;32;3;LL;0,19;2,75;19,26;1,09;1,31;73,58;LL_3;1125;21/12/2015;408;7,32;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;5,466666667
G;21/12/2015;32;OA;OB;0,3;17,19;87,09;5,59;15,81;300,84;OB_OA;1125;21/12/2015;425;6,92;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;21/12/2015;32;OA;BkSi10;;;;;;;BkSi10_OA;1125;21/12/2015;480;7,8;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;21/12/2015;32;OA;BS;;;;;;;BS_OA;1125;21/12/2015;590;7,99;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;21/12/2015;32;ZA;OB;;;;;;;OB_ZA;1125;21/12/2015;425;6,92;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;21/12/2015;32;ZA;BkSi10;;;;;;;BkSi10_ZA;1125;21/12/2015;480;7,8;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;21/12/2015;32;ZA;BS;;;;;;;BS_ZA;1125;21/12/2015;590;7,99;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;21/12/2015;32;VS;OB;0,18;0,7;12,14;1,2;2,13;16,68;OB_VS;1125;21/12/2015;425;6,92;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;21/12/2015;32;VS;BkSi10;0,58;3,16;6,38;2,63;15,47;12,81;BkSi10_VS;1125;21/12/2015;480;7,8;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;21/12/2015;32;VS;BS;0,5;3,29;8,4;1,08;20,02;8,57;BS_VS;1125;21/12/2015;590;7,99;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;18/01/2016;33;1;LL;1,08;41,35;173,35;17,44;24,96;919,42;LL_1;1153;18/01/2016;21300;7,59;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;12
G;18/01/2016;33;2;LL;0,92;75,32;352,5;29,24;51,1;1590,04;LL_2;1153;18/01/2016;12740;7,67;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;2,933333333
G;18/01/2016;33;3;LL;;;;;;;LL_3;1153;18/01/2016;;;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;5,466666667
G;18/01/2016;33;OA;OB;0,42;27,1;112,94;12,1;15,8;514,29;OB_OA;1153;18/01/2016;34400;6,31;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;18/01/2016;33;OA;BkSi10;0,02;14,6;53,64;10,31;9,17;284,79;BkSi10_OA;1153;18/01/2016;17620;7,68;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;18/01/2016;33;OA;BS;0,06;8,29;57,23;4,61;5,73;261,67;BS_OA;1153;18/01/2016;13430;7,45;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;18/01/2016;33;ZA;OB;;;;;;;OB_ZA;1153;18/01/2016;34400;6,31;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;18/01/2016;33;ZA;BkSi10;;;;;;;BkSi10_ZA;1153;18/01/2016;17620;7,68;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;18/01/2016;33;ZA;BS;;;;;;;BS_ZA;1153;18/01/2016;13430;7,45;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;18/01/2016;33;VS;OB;7,14;12,53;58,03;10,91;11,13;345,17;OB_VS;1153;18/01/2016;34400;6,31;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;18/01/2016;33;VS;BkSi10;0,21;10,41;11,75;18,83;20,36;32,84;BkSi10_VS;1153;18/01/2016;17620;7,68;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;18/01/2016;33;VS;BS;0,67;8,35;12,46;8,2;22,41;13,13;BS_VS;1153;18/01/2016;13430;7,45;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;17/02/2016;34;1;LL;0;6,506625;52,425;2,04;3,7625;106,8675;LL_1;1183;16/02/2016;436;7,64;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;12
G;17/02/2016;34;2;LL;0,45075;11,174125;19,539;2,294;52,802125;62,61;LL_2;1183;16/02/2016;579;7,44;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;2,933333333
G;17/02/2016;34;3;LL;0,1755;9,470375;60,7625;2,103;9,177125;255,8675;LL_3;1183;16/02/2016;589;7,48;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;5,466666667
G;17/02/2016;34;OA;OB;0;11,614125;94,4;2,384;9,034625;235,48;OB_OA;1183;16/02/2016;9260;7,05;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;17/02/2016;34;OA;BkSi10;;;;;;;BkSi10_OA;1183;16/02/2016;3920;8,52;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;17/02/2016;34;OA;BS;;;;;;;BS_OA;1183;16/02/2016;1181;8,58;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;17/02/2016;34;ZA;OB;0,104625;10,39;144;6,925;10,5;110,1675;OB_ZA;1183;16/02/2016;9260;7,05;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;17/02/2016;34;ZA;BkSi10;;;;;;;BkSi10_ZA;1183;16/02/2016;3920;8,52;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;17/02/2016;34;ZA;BS;;;;;;;BS_ZA;1183;16/02/2016;1181;8,58;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;17/02/2016;34;VS;OB;2,38775;7,410375;84,08;5,852;15,403375;49,13;OB_VS;1183;16/02/2016;9260;7,05;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;17/02/2016;34;VS;BkSi10;0,2767;3,890375;46,9575;3,942;4,602;117,705;BkSi10_VS;1183;16/02/2016;3920;8,52;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;17/02/2016;34;VS;BS;0,487625;46,280375;58;22,316875;41,939625;153,9675;BS_VS;1183;16/02/2016;1181;8,58;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;16/03/2016;35;1;LL;0,17;3,71;10,76;2,16;1,1;86,34;LL_1;1211;14/03/2016;1173;7,38;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;12
G;16/03/2016;35;2;LL;0,2;1,63;16,03;1,72;0,18;57,84;LL_2;1211;14/03/2016;1824;7,8;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;2,933333333
G;16/03/2016;35;3;LL;0,16;3,4;20,12;3,37;1,08;72,11;LL_3;1211;14/03/2016;2450;7,77;04/12/2014;0,153333333;84,68;2,213333333;0,34;;;;;5,466666667
G;16/03/2016;35;OA;OB;;;;;;;OB_OA;1211;14/03/2016;1869;7,17;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;16/03/2016;35;OA;BkSi10;;;;;;;BkSi10_OA;1211;14/03/2016;3250;8,08;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;16/03/2016;35;OA;BS;;;;;;;BS_OA;1211;14/03/2016;2620;8,38;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;16/03/2016;35;ZA;OB;;;;;;;OB_ZA;1211;14/03/2016;1869;7,17;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;16/03/2016;35;ZA;BkSi10;;;;;;;BkSi10_ZA;1211;14/03/2016;3250;8,08;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
G;16/03/2016;35;ZA;BS;;;;;;;BS_ZA;1211;14/03/2016;2620;8,38;04/12/2014;0,153333333;84,68;2,213333333;0,34;2,8;0,033333333;16,61333333;7,186666667;0
G;16/03/2016;35;VS;OB;0,06;6,89;56,71;4,46;16,44;45,29;OB_VS;1211;14/03/2016;1869;7,17;04/12/2014;0,153333333;84,68;2,213333333;0,34;1,333333333;0,066666667;31,05333333;6,846666667;0,4
G;16/03/2016;35;VS;BkSi10;0,38;2,35;5,2;4,03;4,94;5,24;BkSi10_VS;1211;14/03/2016;3250;8,08;04/12/2014;0,153333333;84,68;2,213333333;0,34;0,333333333;0,033333333;19,35333333;7,04;0
