Type;Datum;Order;Depth;Soil material;Cd;Cr;Cu;Ni;Pb;Zn;ID;Time;FecPrev2;EC;pH;FecPrev;Precipitation ;Humidity;AirTemp;Evapotranspiration;Infiltration;Interflow;Soil moisture;Soil temperature;SurfaceRunoff
D;02.10.2014;27;1;Runoff concentration;0.17;5.29;15.5;1.34;1.39;42.55;Runoff concentration_1;680;02.10.2014;0.081;7.04;02.10.2014;0.536363636;84.44545455;13.38181818;1.709090909;NA;NA;NA;NA;13.45454545
D;02.10.2014;27;2;Runoff concentration;0.18;5.81;16.85;1.54;2.27;37.15;Runoff concentration_2;680;02.10.2014;0.1008;7.43;02.10.2014;0.536363636;84.44545455;13.38181818;1.709090909;NA;NA;NA;NA;6.181818182
D;02.10.2014;27;3;Runoff concentration;0.16;7.46;16.95;1.74;1.1;40.95;Runoff concentration_3;680;02.10.2014;0.1038;7.5;02.10.2014;0.536363636;84.44545455;13.38181818;1.709090909;NA;NA;NA;NA;3.818181818
D;02.10.2014;27;0;Sm1;0.15;5.51;19.9;1.16;2.45;47.15;Sm1_0;680;02.10.2014;0.226;7.62;02.10.2014;0.536363636;84.44545455;13.38181818;1.709090909;2.636363636;0.090909091;29.70909091;14.98181818;1.818181818
D;02.10.2014;27;0;Sm2;0.08;4.44;16.3;1.45;1.37;31.95;Sm2_0;680;02.10.2014;0.446;8.23;02.10.2014;0.536363636;84.44545455;13.38181818;1.709090909;3.136363636;0.045454545;19.33636364;15.34545455;1.272727273
D;02.10.2014;27;0;Sm3;NA;NA;NA;NA;NA;NA;Sm3_0;680;02.10.2014;0.486;8.03;02.10.2014;0.536363636;84.44545455;13.38181818;1.709090909;4.363636364;0;16.40909091;15.49090909;0
D;02.10.2014;27;15;Sm1;0.15;4.06;32;1.93;3.6;36.2;Sm1_15;680;02.10.2014;0.226;7.62;02.10.2014;0.536363636;84.44545455;13.38181818;1.709090909;2.636363636;0.090909091;29.70909091;14.98181818;1.818181818
D;02.10.2014;27;15;Sm2;0.26;2.34;12.65;3.17;4.08;11.2;Sm2_15;680;02.10.2014;0.446;8.23;02.10.2014;0.536363636;84.44545455;13.38181818;1.709090909;3.136363636;0.045454545;19.33636364;15.34545455;1.272727273
D;02.10.2014;27;15;Sm3;NA;NA;NA;NA;NA;NA;Sm3_15;680;02.10.2014;0.486;8.03;02.10.2014;0.536363636;84.44545455;13.38181818;1.709090909;4.363636364;0;16.40909091;15.49090909;0
D;02.10.2014;27;30;Sm1;0.3;6.92;122.7;5.89;29.7;43.85;Sm1_30;680;02.10.2014;0.226;7.62;02.10.2014;0.536363636;84.44545455;13.38181818;1.709090909;2.636363636;0.090909091;29.70909091;14.98181818;1.818181818
D;02.10.2014;27;30;Sm2;0.27;1.25;7.25;2.89;4.86;18.6;Sm2_30;680;02.10.2014;0.446;8.23;02.10.2014;0.536363636;84.44545455;13.38181818;1.709090909;3.136363636;0.045454545;19.33636364;15.34545455;1.272727273
D;02.10.2014;27;30;Sm3;0.39;2.41;2.1;2.02;4.01;0.2;Sm3_30;680;02.10.2014;0.486;8.03;02.10.2014;0.536363636;84.44545455;13.38181818;1.709090909;4.363636364;0;16.40909091;15.49090909;0
D;06.11.2014;28;1;Runoff concentration;0;5.32;13.45;1.12;0;46.3;Runoff concentration_1;715;06.11.2014;0.0787;7.02;06.11.2014;1.095454545;90.78636364;10.38636364;0.777272727;NA;NA;NA;NA;61.36363636
D;06.11.2014;28;2;Runoff concentration;0.05;3.13;13.25;1.15;0.02;45.3;Runoff concentration_2;715;06.11.2014;0.0869;7.13;06.11.2014;1.095454545;90.78636364;10.38636364;0.777272727;NA;NA;NA;NA;19.81818182
D;06.11.2014;28;3;Runoff concentration;0.16;2.08;7.3;2.13;1.2;2;Runoff concentration_3;715;06.11.2014;0.106;7.44;06.11.2014;1.095454545;90.78636364;10.38636364;0.777272727;NA;NA;NA;NA;19.18181818
D;06.11.2014;28;0;Sm1;0.17;3.57;10.2;0.73;0.31;23.4;Sm1_0;715;06.11.2014;0.256;7.32;06.11.2014;1.095454545;90.78636364;10.38636364;0.777272727;8.25;0.409090909;31.25909091;12.66818182;3
D;06.11.2014;28;0;Sm2;0.08;2.26;7.8;0.82;0.57;16.9;Sm2_0;715;06.11.2014;0.333;8.13;06.11.2014;1.095454545;90.78636364;10.38636364;0.777272727;3.409090909;0.090909091;19.89545455;12.95909091;4
D;06.11.2014;28;0;Sm3;0;4.83;36.35;1.74;1.52;62;Sm3_0;715;06.11.2014;0.1957;7.81;06.11.2014;1.095454545;90.78636364;10.38636364;0.777272727;16.38636364;0.022727273;16.88181818;13.03181818;0.090909091
D;06.11.2014;28;15;Sm1;0.07;2.65;21.3;1.04;2.9;14.2;Sm1_15;715;06.11.2014;0.256;7.32;06.11.2014;1.095454545;90.78636364;10.38636364;0.777272727;8.25;0.409090909;31.25909091;12.66818182;3
D;06.11.2014;28;15;Sm2;0.13;1.59;11.3;2.04;1.28;7.4;Sm2_15;715;06.11.2014;0.333;8.13;06.11.2014;1.095454545;90.78636364;10.38636364;0.777272727;3.409090909;0.090909091;19.89545455;12.95909091;4
D;06.11.2014;28;15;Sm3;0.13;1.76;17.9;2.14;0.37;10.4;Sm3_15;715;06.11.2014;0.1957;7.81;06.11.2014;1.095454545;90.78636364;10.38636364;0.777272727;16.38636364;0.022727273;16.88181818;13.03181818;0.090909091
D;06.11.2014;28;30;Sm1;0.2;7.04;140.95;5.02;26.91;34.7;Sm1_30;715;06.11.2014;0.256;7.32;06.11.2014;1.095454545;90.78636364;10.38636364;0.777272727;8.25;0.409090909;31.25909091;12.66818182;3
D;06.11.2014;28;30;Sm2;0.04;3.75;15.5;1.09;0.79;29.45;Sm2_30;715;06.11.2014;0.333;8.13;06.11.2014;1.095454545;90.78636364;10.38636364;0.777272727;3.409090909;0.090909091;19.89545455;12.95909091;4
D;06.11.2014;28;30;Sm3;0.11;2.65;2.75;1.47;0.06;1.35;Sm3_30;715;06.11.2014;0.1957;7.81;06.11.2014;1.095454545;90.78636364;10.38636364;0.777272727;16.38636364;0.022727273;16.88181818;13.03181818;0.090909091
D;04.12.2014;29;1;Runoff concentration;0.05;6.55;23.45;1.8;0.99;54.35;Runoff concentration_1;743;04.12.2014;0.1354;7.45;04.12.2014;0.153333333;84.68;2.213333333;0.34;NA;NA;NA;NA;12
D;04.12.2014;29;2;Runoff concentration;0.17;6.14;22.15;1.94;1.17;44.8;Runoff concentration_2;743;04.12.2014;0.126;7.73;04.12.2014;0.153333333;84.68;2.213333333;0.34;NA;NA;NA;NA;2.933333333
D;04.12.2014;29;3;Runoff concentration;0.18;9.53;36.95;2.5;2.38;82.8;Runoff concentration_3;743;04.12.2014;0.1782;7.51;04.12.2014;0.153333333;84.68;2.213333333;0.34;NA;NA;NA;NA;5.466666667
D;04.12.2014;29;0;Sm1;NA;NA;NA;NA;NA;NA;Sm1_0;743;04.12.2014;0.1988;7.81;04.12.2014;0.153333333;84.68;2.213333333;0.34;1.333333333;0.066666667;31.05333333;6.846666667;0.4
D;04.12.2014;29;0;Sm2;NA;NA;NA;NA;NA;NA;Sm2_0;743;04.12.2014;0.274;8.05;04.12.2014;0.153333333;84.68;2.213333333;0.34;0.333333333;0.033333333;19.35333333;7.04;0
D;04.12.2014;29;0;Sm3;NA;NA;NA;NA;NA;NA;Sm3_0;743;04.12.2014;0.253;7.82;04.12.2014;0.153333333;84.68;2.213333333;0.34;2.8;0.033333333;16.61333333;7.186666667;0
D;04.12.2014;29;15;Sm1;0.13;6.57;29.15;1.89;4.95;45.65;Sm1_15;743;04.12.2014;0.1988;7.81;04.12.2014;0.153333333;84.68;2.213333333;0.34;1.333333333;0.066666667;31.05333333;6.846666667;0.4
D;04.12.2014;29;15;Sm2;NA;NA;NA;NA;NA;NA;Sm2_15;743;04.12.2014;0.274;8.05;04.12.2014;0.153333333;84.68;2.213333333;0.34;0.333333333;0.033333333;19.35333333;7.04;0
D;04.12.2014;29;15;Sm3;NA;NA;NA;NA;NA;NA;Sm3_15;743;04.12.2014;0.253;7.82;04.12.2014;0.153333333;84.68;2.213333333;0.34;2.8;0.033333333;16.61333333;7.186666667;0
D;04.12.2014;29;30;Sm1;0.17;8.53;89.4;7.93;20.75;47.1;Sm1_30;743;04.12.2014;0.1988;7.81;04.12.2014;0.153333333;84.68;2.213333333;0.34;1.333333333;0.066666667;31.05333333;6.846666667;0.4
D;04.12.2014;29;30;Sm2;0.23;2.46;6.15;1.95;0.53;3.2;Sm2_30;743;04.12.2014;0.274;8.05;04.12.2014;0.153333333;84.68;2.213333333;0.34;0.333333333;0.033333333;19.35333333;7.04;0
D;04.12.2014;29;30;Sm3;0.22;3.94;2.15;1.68;0.89;3.95;Sm3_30;743;04.12.2014;0.253;7.82;04.12.2014;0.153333333;84.68;2.213333333;0.34;2.8;0.033333333;16.61333333;7.186666667;0
