"","date_time","vwc10cm","vwc20","vwc35","vwc50"
"927","31.07.2010 04:00",0.248,0.3,0.247,0.235
"928","31.07.2010 05:00",0.248,0.3,0.247,0.235
"929","31.07.2010 06:00",0.248,0.301,0.247,0.234
"930","31.07.2010 07:00",0.248,0.3,0.247,0.234
"931","31.07.2010 08:00",0.248,0.3,0.247,0.234
"932","31.07.2010 09:00",0.248,0.3,0.247,0.234
"933","31.07.2010 10:00",0.248,0.3,0.247,0.234
"934","31.07.2010 11:00",0.248,0.3,0.247,0.234
"935","31.07.2010 12:00",0.248,0.3,0.246,0.234
"936","31.07.2010 13:00",0.248,0.299,0.246,0.234
"937","31.07.2010 14:00",0.248,0.299,0.246,0.234
"938","31.07.2010 15:00",0.248,0.299,0.246,0.234
"939","31.07.2010 16:00",0.248,0.299,0.246,0.234
"940","31.07.2010 17:00",0.247,0.299,0.246,0.233
"941","31.07.2010 18:00",0.247,0.298,0.245,0.233
"942","31.07.2010 19:00",0.247,0.298,0.245,0.233
"943","31.07.2010 20:00",0.247,0.298,0.245,0.233
"944","31.07.2010 21:00",0.247,0.298,0.245,0.233
"945","31.07.2010 22:00",0.247,0.298,0.246,0.233
"946","31.07.2010 23:00",0.247,0.298,0.246,0.233
"947","01.08.2010 00:00",0.247,0.298,0.246,0.233
"948","01.08.2010 01:00",0.247,0.298,0.246,0.233
"949","01.08.2010 02:00",0.247,0.298,0.246,0.232
"950","01.08.2010 03:00",0.247,0.298,0.246,0.232
"951","01.08.2010 04:00",0.247,0.297,0.246,0.232
"952","01.08.2010 05:00",0.247,0.298,0.246,0.232
"953","01.08.2010 06:00",0.247,0.298,0.246,0.232
"954","01.08.2010 07:00",0.247,0.298,0.246,0.232
"955","01.08.2010 08:00",0.247,0.298,0.246,0.231
"956","01.08.2010 09:00",0.247,0.297,0.246,0.231
"957","01.08.2010 10:00",0.247,0.298,0.246,0.231
"958","01.08.2010 11:00",0.247,0.298,0.245,0.231
"959","01.08.2010 12:00",0.247,0.297,0.245,0.231
"960","01.08.2010 13:00",0.247,0.296,0.245,0.231
"961","01.08.2010 14:00",0.246,0.296,0.244,0.231
"962","01.08.2010 15:00",0.246,0.296,0.244,0.231
"963","01.08.2010 16:00",0.246,0.296,0.243,0.23
"964","01.08.2010 17:00",0.246,0.295,0.243,0.231
"965","01.08.2010 18:00",0.246,0.295,0.242,0.23
"966","01.08.2010 19:00",0.246,0.295,0.242,0.23
"967","01.08.2010 20:00",0.245,0.295,0.242,0.23
"968","01.08.2010 21:00",0.245,0.294,0.242,0.23
"969","01.08.2010 22:00",0.245,0.294,0.243,0.23
"970","01.08.2010 23:00",0.245,0.294,0.243,0.23
"971","02.08.2010 00:00",0.245,0.294,0.243,0.23
"972","02.08.2010 01:00",0.245,0.294,0.243,0.229
"973","02.08.2010 02:00",0.245,0.294,0.243,0.229
"974","02.08.2010 03:00",0.245,0.294,0.243,0.229
"975","02.08.2010 04:00",0.245,0.294,0.243,0.229
"976","02.08.2010 05:00",0.245,0.293,0.243,0.229
"977","02.08.2010 06:00",0.245,0.294,0.243,0.229
"978","02.08.2010 07:00",0.245,0.294,0.243,0.229
"979","02.08.2010 08:00",0.245,0.293,0.243,0.229
"980","02.08.2010 09:00",0.245,0.293,0.243,0.229
"981","02.08.2010 10:00",0.245,0.293,0.242,0.228
"982","02.08.2010 11:00",0.245,0.293,0.242,0.228
"983","02.08.2010 12:00",0.245,0.293,0.242,0.228
"984","02.08.2010 13:00",0.245,0.293,0.242,0.228
"985","02.08.2010 14:00",0.245,0.292,0.241,0.228
"986","02.08.2010 15:00",0.245,0.292,0.241,0.228
"987","02.08.2010 16:00",0.244,0.292,0.241,0.228
"988","02.08.2010 17:00",0.244,0.291,0.24,0.228
"989","02.08.2010 18:00",0.244,0.291,0.24,0.228
"990","02.08.2010 19:00",0.244,0.291,0.24,0.228
"991","02.08.2010 20:00",0.244,0.29,0.241,0.228
"992","02.08.2010 21:00",0.244,0.291,0.241,0.228
"993","02.08.2010 22:00",0.244,0.29,0.241,0.228
"994","02.08.2010 23:00",0.244,0.29,0.241,0.227
"995","03.08.2010 00:00",0.244,0.29,0.241,0.227
"996","03.08.2010 01:00",0.244,0.291,0.241,0.227
"997","03.08.2010 02:00",0.244,0.29,0.241,0.227
"998","03.08.2010 03:00",0.244,0.29,0.241,0.227
"999","03.08.2010 04:00",0.244,0.29,0.241,0.227
"1000","03.08.2010 05:00",0.244,0.29,0.241,0.227
"1001","03.08.2010 06:00",0.244,0.29,0.241,0.227
"1002","03.08.2010 07:00",0.244,0.29,0.241,0.226
"1003","03.08.2010 08:00",0.244,0.29,0.24,0.226
"1004","03.08.2010 09:00",0.244,0.29,0.24,0.226
"1005","03.08.2010 10:00",0.244,0.29,0.24,0.226
"1006","03.08.2010 11:00",0.244,0.29,0.24,0.226
"1007","03.08.2010 12:00",0.244,0.289,0.24,0.226
"1008","03.08.2010 13:00",0.244,0.29,0.24,0.226
"1009","03.08.2010 14:00",0.244,0.29,0.24,0.227
"1010","03.08.2010 15:00",0.243,0.289,0.239,0.227
"1011","03.08.2010 16:00",0.243,0.289,0.239,0.227
"1012","03.08.2010 17:00",0.243,0.288,0.239,0.227
"1013","03.08.2010 18:00",0.243,0.288,0.239,0.227
"1014","03.08.2010 19:00",0.243,0.287,0.239,0.227
"1015","03.08.2010 20:00",0.243,0.287,0.239,0.227
"1016","03.08.2010 21:00",0.243,0.287,0.239,0.227
"1017","03.08.2010 22:00",0.243,0.287,0.239,0.227
"1018","03.08.2010 23:00",0.243,0.287,0.239,0.227
"1019","04.08.2010 00:00",0.243,0.286,0.239,0.226
"1020","04.08.2010 01:00",0.243,0.287,0.239,0.226
"1021","04.08.2010 02:00",0.243,0.287,0.239,0.226
"1022","04.08.2010 03:00",0.243,0.287,0.239,0.226
"1023","04.08.2010 04:00",0.243,0.287,0.239,0.226
"1024","04.08.2010 05:00",0.243,0.287,0.239,0.226
"1025","04.08.2010 06:00",0.243,0.287,0.239,0.225
"1026","04.08.2010 07:00",0.243,0.287,0.239,0.225
"1027","04.08.2010 08:00",0.243,0.287,0.239,0.225
"1028","04.08.2010 09:00",0.243,0.287,0.239,0.225
"1029","04.08.2010 10:00",0.243,0.286,0.238,0.225
"1030","04.08.2010 11:00",0.243,0.287,0.238,0.225
"1031","04.08.2010 12:00",0.242,0.286,0.238,0.225
"1032","04.08.2010 13:00",0.242,0.286,0.238,0.225
"1033","04.08.2010 14:00",0.242,0.285,0.237,0.226
"1034","04.08.2010 15:00",0.242,0.285,0.237,0.226
"1035","04.08.2010 16:00",0.242,0.284,0.238,0.226
"1036","04.08.2010 17:00",0.242,0.284,0.237,0.226
"1037","04.08.2010 18:00",0.242,0.283,0.237,0.226
"1038","04.08.2010 19:00",0.242,0.284,0.237,0.226
"1039","04.08.2010 20:00",0.241,0.283,0.237,0.225
"1040","04.08.2010 21:00",0.241,0.283,0.237,0.225
"1041","04.08.2010 22:00",0.241,0.283,0.237,0.225
"1042","04.08.2010 23:00",0.241,0.283,0.237,0.225
"1043","05.08.2010 00:00",0.241,0.283,0.237,0.225
"1044","05.08.2010 01:00",0.241,0.283,0.237,0.225
"1045","05.08.2010 02:00",0.241,0.283,0.237,0.225
"1046","05.08.2010 03:00",0.241,0.283,0.237,0.224
"1047","05.08.2010 04:00",0.241,0.283,0.237,0.224
"1048","05.08.2010 05:00",0.241,0.283,0.237,0.224
"1049","05.08.2010 06:00",0.241,0.283,0.237,0.224
"1050","05.08.2010 07:00",0.241,0.283,0.237,0.224
"1051","05.08.2010 08:00",0.241,0.283,0.237,0.224
"1052","05.08.2010 09:00",0.241,0.283,0.236,0.223
"1053","05.08.2010 10:00",0.241,0.283,0.236,0.223
"1054","05.08.2010 11:00",0.241,0.283,0.236,0.223
"1055","05.08.2010 12:00",0.241,0.282,0.236,0.223
"1056","05.08.2010 13:00",0.241,0.281,0.236,0.224
"1057","05.08.2010 14:00",0.241,0.281,0.235,0.224
"1058","05.08.2010 15:00",0.24,0.281,0.235,0.224
"1059","05.08.2010 16:00",0.24,0.28,0.235,0.224
"1060","05.08.2010 17:00",0.24,0.28,0.235,0.224
"1061","05.08.2010 18:00",0.24,0.28,0.235,0.225
"1062","05.08.2010 19:00",0.24,0.279,0.235,0.225
"1063","05.08.2010 20:00",0.24,0.279,0.235,0.224
"1064","05.08.2010 21:00",0.24,0.279,0.235,0.224
"1065","05.08.2010 22:00",0.24,0.279,0.235,0.224
"1066","05.08.2010 23:00",0.24,0.279,0.235,0.224
"1067","06.08.2010 00:00",0.24,0.279,0.235,0.224
"1068","06.08.2010 01:00",0.24,0.279,0.235,0.224
"1069","06.08.2010 02:00",0.24,0.279,0.235,0.223
"1070","06.08.2010 03:00",0.24,0.279,0.235,0.223
"1071","06.08.2010 04:00",0.239,0.279,0.235,0.223
"1072","06.08.2010 05:00",0.239,0.279,0.235,0.223
"1073","06.08.2010 06:00",0.24,0.279,0.235,0.223
"1074","06.08.2010 07:00",0.24,0.279,0.235,0.222
"1075","06.08.2010 08:00",0.24,0.279,0.235,0.222
"1076","06.08.2010 09:00",0.24,0.279,0.235,0.222
"1077","06.08.2010 10:00",0.24,0.279,0.235,0.222
"1078","06.08.2010 11:00",0.24,0.279,0.235,0.222
"1079","06.08.2010 12:00",0.24,0.279,0.234,0.222
"1080","06.08.2010 13:00",0.239,0.278,0.234,0.222
"1081","06.08.2010 14:00",0.239,0.279,0.234,0.222
"1082","06.08.2010 15:00",0.239,0.278,0.234,0.223
"1083","06.08.2010 16:00",0.239,0.278,0.234,0.223
"1084","06.08.2010 17:00",0.239,0.277,0.233,0.224
"1085","06.08.2010 18:00",0.239,0.276,0.233,0.224
"1086","06.08.2010 19:00",0.239,0.277,0.233,0.223
"1087","06.08.2010 20:00",0.238,0.276,0.233,0.224
"1088","06.08.2010 21:00",0.238,0.276,0.233,0.223
"1089","06.08.2010 22:00",0.238,0.276,0.233,0.223
"1090","06.08.2010 23:00",0.238,0.276,0.234,0.223
"1091","07.08.2010 00:00",0.239,0.276,0.234,0.222
"1092","07.08.2010 01:00",0.239,0.276,0.234,0.222
"1093","07.08.2010 02:00",0.239,0.276,0.234,0.222
"1094","07.08.2010 03:00",0.239,0.277,0.234,0.222
"1095","07.08.2010 04:00",0.239,0.277,0.233,0.222
"1096","07.08.2010 05:00",0.239,0.277,0.233,0.222
"1097","07.08.2010 06:00",0.239,0.277,0.233,0.221
"1098","07.08.2010 07:00",0.239,0.277,0.233,0.221
"1099","07.08.2010 08:00",0.239,0.277,0.233,0.221
"1100","07.08.2010 09:00",0.239,0.276,0.233,0.221
"1101","07.08.2010 10:00",0.239,0.276,0.233,0.221
"1102","07.08.2010 11:00",0.238,0.276,0.233,0.221
"1103","07.08.2010 12:00",0.238,0.276,0.233,0.221
"1104","07.08.2010 13:00",0.238,0.275,0.232,0.221
"1105","07.08.2010 14:00",0.238,0.274,0.232,0.222
"1106","07.08.2010 15:00",0.238,0.274,0.232,0.222
"1107","07.08.2010 16:00",0.237,0.274,0.231,0.222
"1108","07.08.2010 17:00",0.237,0.273,0.231,0.223
"1109","07.08.2010 18:00",0.237,0.273,0.231,0.223
"1110","07.08.2010 19:00",0.237,0.273,0.231,0.223
"1111","07.08.2010 20:00",0.237,0.273,0.231,0.223
"1112","07.08.2010 21:00",0.237,0.273,0.231,0.223
"1113","07.08.2010 22:00",0.237,0.272,0.232,0.222
"1114","07.08.2010 23:00",0.237,0.272,0.232,0.222
"1115","08.08.2010 00:00",0.237,0.273,0.232,0.222
"1116","08.08.2010 01:00",0.237,0.273,0.232,0.222
"1117","08.08.2010 02:00",0.237,0.273,0.232,0.222
"1118","08.08.2010 03:00",0.237,0.273,0.232,0.221
"1119","08.08.2010 04:00",0.237,0.273,0.232,0.221
"1120","08.08.2010 05:00",0.237,0.273,0.232,0.221
"1121","08.08.2010 06:00",0.237,0.273,0.232,0.22
"1122","08.08.2010 07:00",0.237,0.273,0.231,0.22
"1123","08.08.2010 08:00",0.237,0.273,0.231,0.22
"1124","08.08.2010 09:00",0.237,0.273,0.231,0.22
"1125","08.08.2010 10:00",0.237,0.273,0.231,0.22
"1126","08.08.2010 11:00",0.237,0.273,0.231,0.22
"1127","08.08.2010 12:00",0.237,0.273,0.231,0.22
"1128","08.08.2010 13:00",0.237,0.272,0.23,0.22
"1129","08.08.2010 14:00",0.237,0.271,0.23,0.221
"1130","08.08.2010 15:00",0.236,0.271,0.23,0.221
"1131","08.08.2010 16:00",0.236,0.27,0.23,0.221
"1132","08.08.2010 17:00",0.236,0.27,0.23,0.222
"1133","08.08.2010 18:00",0.236,0.27,0.229,0.222
"1134","08.08.2010 19:00",0.236,0.269,0.23,0.222
"1135","08.08.2010 20:00",0.235,0.269,0.23,0.221
"1136","08.08.2010 21:00",0.236,0.269,0.23,0.221
"1137","08.08.2010 22:00",0.236,0.269,0.23,0.221
"1138","08.08.2010 23:00",0.236,0.269,0.23,0.221
"1139","09.08.2010 00:00",0.236,0.269,0.23,0.221
"1140","09.08.2010 01:00",0.236,0.27,0.23,0.22
"1141","09.08.2010 02:00",0.236,0.27,0.23,0.22
"1142","09.08.2010 03:00",0.236,0.27,0.23,0.22
"1143","09.08.2010 04:00",0.236,0.27,0.23,0.22
"1144","09.08.2010 05:00",0.236,0.27,0.23,0.22
"1145","09.08.2010 06:00",0.236,0.27,0.23,0.22
"1146","09.08.2010 07:00",0.236,0.27,0.23,0.22
"1147","09.08.2010 08:00",0.236,0.27,0.23,0.219
"1148","09.08.2010 09:00",0.236,0.27,0.23,0.219
"1149","09.08.2010 10:00",0.236,0.27,0.23,0.219
"1150","09.08.2010 11:00",0.236,0.27,0.23,0.219
"1151","09.08.2010 12:00",0.236,0.27,0.23,0.219
"1152","09.08.2010 13:00",0.236,0.269,0.229,0.219
"1153","09.08.2010 14:00",0.236,0.269,0.229,0.22
"1154","09.08.2010 15:00",0.235,0.269,0.229,0.22
"1155","09.08.2010 16:00",0.235,0.269,0.229,0.22
"1156","09.08.2010 17:00",0.235,0.268,0.229,0.221
"1157","09.08.2010 18:00",0.235,0.267,0.228,0.221
"1158","09.08.2010 19:00",0.235,0.267,0.228,0.22
"1159","09.08.2010 20:00",0.234,0.267,0.229,0.22
"1160","09.08.2010 21:00",0.234,0.267,0.229,0.22
"1161","09.08.2010 22:00",0.234,0.267,0.229,0.22
"1162","09.08.2010 23:00",0.234,0.267,0.229,0.22
"1163","10.08.2010 00:00",0.234,0.267,0.229,0.219
"1164","10.08.2010 01:00",0.235,0.268,0.229,0.219
"1165","10.08.2010 02:00",0.235,0.267,0.229,0.219
"1166","10.08.2010 03:00",0.235,0.268,0.229,0.219
"1167","10.08.2010 04:00",0.235,0.267,0.229,0.218
"1168","10.08.2010 05:00",0.235,0.268,0.229,0.218
"1169","10.08.2010 06:00",0.235,0.268,0.229,0.218
"1170","10.08.2010 07:00",0.235,0.268,0.229,0.217
"1171","10.08.2010 08:00",0.235,0.268,0.228,0.217
"1172","10.08.2010 09:00",0.235,0.268,0.228,0.217
"1173","10.08.2010 10:00",0.235,0.268,0.228,0.217
"1174","10.08.2010 11:00",0.235,0.268,0.228,0.217
"1175","10.08.2010 12:00",0.235,0.267,0.228,0.218
"1176","10.08.2010 13:00",0.234,0.267,0.228,0.217
"1177","10.08.2010 14:00",0.235,0.267,0.228,0.218
"1178","10.08.2010 15:00",0.234,0.267,0.227,0.218
"1179","10.08.2010 16:00",0.234,0.266,0.227,0.218
"1180","10.08.2010 17:00",0.234,0.266,0.227,0.218
"1181","10.08.2010 18:00",0.234,0.266,0.227,0.218
"1182","10.08.2010 19:00",0.234,0.265,0.227,0.218
"1183","10.08.2010 20:00",0.234,0.265,0.227,0.218
"1184","10.08.2010 21:00",0.234,0.265,0.227,0.218
"1185","10.08.2010 22:00",0.234,0.265,0.228,0.218
"1186","10.08.2010 23:00",0.234,0.265,0.228,0.218
"1187","11.08.2010 00:00",0.234,0.265,0.228,0.218
"1188","11.08.2010 01:00",0.234,0.265,0.228,0.217
"1189","11.08.2010 02:00",0.234,0.266,0.228,0.217
"1190","11.08.2010 03:00",0.234,0.266,0.228,0.217
"1191","11.08.2010 04:00",0.234,0.266,0.228,0.217
"1192","11.08.2010 05:00",0.234,0.266,0.228,0.217
"1193","11.08.2010 06:00",0.234,0.266,0.228,0.217
"1194","11.08.2010 07:00",0.234,0.266,0.227,0.216
"1195","11.08.2010 08:00",0.234,0.266,0.227,0.216
"1196","11.08.2010 09:00",0.234,0.266,0.227,0.216
"1197","11.08.2010 10:00",0.234,0.266,0.227,0.216
"1198","11.08.2010 11:00",0.234,0.265,0.227,0.216
"1199","11.08.2010 12:00",0.234,0.265,0.227,0.216
"1200","11.08.2010 13:00",0.234,0.265,0.226,0.217
"1201","11.08.2010 14:00",0.234,0.264,0.226,0.217
"1202","11.08.2010 15:00",0.234,0.264,0.226,0.217
"1203","11.08.2010 16:00",0.234,0.263,0.226,0.217
"1204","11.08.2010 17:00",0.234,0.263,0.226,0.218
"1205","11.08.2010 18:00",0.234,0.262,0.226,0.218
"1206","11.08.2010 19:00",0.233,0.262,0.227,0.218
"1207","11.08.2010 20:00",0.233,0.262,0.227,0.217
"1208","11.08.2010 21:00",0.233,0.262,0.227,0.217
"1209","11.08.2010 22:00",0.234,0.262,0.227,0.217
"1210","11.08.2010 23:00",0.233,0.262,0.227,0.217
"1211","12.08.2010 00:00",0.234,0.262,0.227,0.217
"1212","12.08.2010 01:00",0.234,0.263,0.227,0.216
"1213","12.08.2010 02:00",0.234,0.263,0.227,0.216
"1214","12.08.2010 03:00",0.234,0.263,0.227,0.216
"1215","12.08.2010 04:00",0.234,0.263,0.227,0.216
"1216","12.08.2010 05:00",0.234,0.263,0.227,0.216
"1217","12.08.2010 06:00",0.234,0.263,0.226,0.215
"1218","12.08.2010 07:00",0.234,0.263,0.226,0.215
"1219","12.08.2010 08:00",0.234,0.263,0.226,0.215
"1220","12.08.2010 09:00",0.234,0.263,0.226,0.214
"1221","12.08.2010 10:00",0.234,0.262,0.226,0.214
"1222","12.08.2010 11:00",0.234,0.262,0.226,0.214
"1223","12.08.2010 12:00",0.233,0.262,0.226,0.215
"1224","12.08.2010 13:00",0.233,0.262,0.225,0.215
"1225","12.08.2010 14:00",0.233,0.261,0.225,0.215
"1226","12.08.2010 15:00",0.233,0.261,0.225,0.216
"1227","12.08.2010 16:00",0.233,0.26,0.225,0.216
"1228","12.08.2010 17:00",0.233,0.26,0.225,0.216
"1229","12.08.2010 18:00",0.233,0.259,0.225,0.217
"1230","12.08.2010 19:00",0.233,0.259,0.225,0.216
"1231","12.08.2010 20:00",0.233,0.259,0.225,0.216
"1232","12.08.2010 21:00",0.233,0.259,0.226,0.216
"1233","12.08.2010 22:00",0.233,0.259,0.226,0.216
"1234","12.08.2010 23:00",0.233,0.259,0.226,0.216
"1235","13.08.2010 00:00",0.233,0.259,0.226,0.215
"1236","13.08.2010 01:00",0.233,0.26,0.226,0.215
"1237","13.08.2010 02:00",0.233,0.26,0.226,0.215
"1238","13.08.2010 03:00",0.233,0.26,0.226,0.214
"1239","13.08.2010 04:00",0.233,0.26,0.225,0.214
"1240","13.08.2010 05:00",0.233,0.26,0.225,0.214
"1241","13.08.2010 06:00",0.233,0.26,0.225,0.214
"1242","13.08.2010 07:00",0.233,0.26,0.225,0.214
"1243","13.08.2010 08:00",0.233,0.26,0.225,0.214
"1244","13.08.2010 09:00",0.233,0.26,0.225,0.213
"1245","13.08.2010 10:00",0.233,0.26,0.225,0.213
"1246","13.08.2010 11:00",0.233,0.26,0.225,0.213
"1247","13.08.2010 12:00",0.233,0.259,0.224,0.213
"1248","13.08.2010 13:00",0.233,0.259,0.224,0.213
"1249","13.08.2010 14:00",0.233,0.259,0.224,0.213
"1250","13.08.2010 15:00",0.233,0.259,0.224,0.214
"1251","13.08.2010 16:00",0.233,0.259,0.224,0.214
"1252","13.08.2010 17:00",0.233,0.258,0.224,0.214
"1253","13.08.2010 18:00",0.232,0.258,0.224,0.214
"1254","13.08.2010 19:00",0.232,0.258,0.224,0.214
"1255","13.08.2010 20:00",0.232,0.258,0.224,0.214
"1256","13.08.2010 21:00",0.232,0.258,0.224,0.214
"1257","13.08.2010 22:00",0.233,0.258,0.224,0.214
"1258","13.08.2010 23:00",0.233,0.258,0.224,0.214
"1259","14.08.2010 00:00",0.233,0.258,0.224,0.214
"1260","14.08.2010 01:00",0.233,0.258,0.224,0.214
"1261","14.08.2010 02:00",0.233,0.258,0.224,0.213
"1262","14.08.2010 03:00",0.233,0.258,0.224,0.213
"1263","14.08.2010 04:00",0.233,0.258,0.224,0.213
"1264","14.08.2010 05:00",0.233,0.258,0.224,0.213
"1265","14.08.2010 06:00",0.233,0.258,0.224,0.213
"1266","14.08.2010 07:00",0.233,0.258,0.224,0.213
"1267","14.08.2010 08:00",0.233,0.258,0.224,0.213
"1268","14.08.2010 09:00",0.232,0.258,0.224,0.213
"1269","14.08.2010 10:00",0.233,0.258,0.224,0.213
"1270","14.08.2010 11:00",0.233,0.258,0.224,0.213
"1271","14.08.2010 12:00",0.233,0.258,0.224,0.213
"1272","14.08.2010 13:00",0.232,0.258,0.223,0.213
"1273","14.08.2010 14:00",0.232,0.257,0.223,0.214
"1274","14.08.2010 15:00",0.232,0.257,0.224,0.215
"1275","14.08.2010 16:00",0.232,0.257,0.224,0.216
"1276","14.08.2010 17:00",0.232,0.256,0.223,0.216
"1277","14.08.2010 18:00",0.232,0.256,0.224,0.216
"1278","14.08.2010 19:00",0.232,0.257,0.224,0.217
"1279","14.08.2010 20:00",0.232,0.257,0.224,0.216
"1280","14.08.2010 21:00",0.232,0.256,0.225,0.217
"1281","14.08.2010 22:00",0.232,0.257,0.225,0.216
"1282","14.08.2010 23:00",0.232,0.257,0.225,0.216
"1283","15.08.2010 00:00",0.232,0.257,0.225,0.216
"1284","15.08.2010 01:00",0.232,0.257,0.225,0.216
"1285","15.08.2010 02:00",0.232,0.257,0.225,0.216
"1286","15.08.2010 03:00",0.232,0.257,0.225,0.216
"1287","15.08.2010 04:00",0.232,0.257,0.225,0.216
"1288","15.08.2010 05:00",0.232,0.257,0.225,0.216
"1289","15.08.2010 06:00",0.232,0.257,0.224,0.215
"1290","15.08.2010 07:00",0.232,0.257,0.224,0.215
"1291","15.08.2010 08:00",0.232,0.257,0.224,0.215
"1292","15.08.2010 09:00",0.232,0.257,0.224,0.215
"1293","15.08.2010 10:00",0.232,0.257,0.224,0.215
"1294","15.08.2010 11:00",0.232,0.257,0.224,0.215
"1295","15.08.2010 12:00",0.232,0.257,0.223,0.215
"1296","15.08.2010 13:00",0.232,0.257,0.223,0.215
"1297","15.08.2010 14:00",0.232,0.256,0.223,0.215
"1298","15.08.2010 15:00",0.232,0.256,0.223,0.216
"1299","15.08.2010 16:00",0.232,0.256,0.223,0.216
"1300","15.08.2010 17:00",0.232,0.255,0.223,0.216
"1301","15.08.2010 18:00",0.232,0.255,0.223,0.217
"1302","15.08.2010 19:00",0.232,0.255,0.224,0.216
"1303","15.08.2010 20:00",0.232,0.255,0.224,0.217
"1304","15.08.2010 21:00",0.232,0.255,0.224,0.216
"1305","15.08.2010 22:00",0.232,0.255,0.224,0.216
"1306","15.08.2010 23:00",0.232,0.255,0.224,0.216
"1307","16.08.2010 00:00",0.232,0.255,0.224,0.216
"1308","16.08.2010 01:00",0.232,0.255,0.224,0.216
"1309","16.08.2010 02:00",0.232,0.255,0.225,0.216
"1310","16.08.2010 03:00",0.232,0.256,0.225,0.216
"1311","16.08.2010 04:00",0.232,0.256,0.224,0.215
"1312","16.08.2010 05:00",0.232,0.256,0.224,0.216
"1313","16.08.2010 06:00",0.232,0.256,0.225,0.215
"1314","16.08.2010 07:00",0.232,0.255,0.224,0.215
"1315","16.08.2010 08:00",0.232,0.256,0.224,0.215
"1316","16.08.2010 09:00",0.232,0.256,0.224,0.215
"1317","16.08.2010 10:00",0.232,0.256,0.224,0.215
"1318","16.08.2010 11:00",0.232,0.255,0.224,0.214
"1319","16.08.2010 12:00",0.232,0.255,0.224,0.215
"1320","16.08.2010 13:00",0.232,0.255,0.223,0.215
"1321","16.08.2010 14:00",0.232,0.255,0.224,0.215
"1322","16.08.2010 15:00",0.232,0.255,0.223,0.215
"1323","16.08.2010 16:00",0.232,0.255,0.224,0.215
"1324","16.08.2010 17:00",0.232,0.254,0.224,0.215
"1325","16.08.2010 18:00",0.232,0.254,0.224,0.216
"1326","16.08.2010 19:00",0.231,0.254,0.224,0.216
"1327","16.08.2010 20:00",0.231,0.254,0.224,0.216
"1328","16.08.2010 21:00",0.232,0.254,0.224,0.216
"1329","16.08.2010 22:00",0.232,0.254,0.224,0.215
"1330","16.08.2010 23:00",0.232,0.254,0.224,0.215
"1331","17.08.2010 00:00",0.232,0.255,0.224,0.215
"1332","17.08.2010 01:00",0.232,0.255,0.224,0.215
"1333","17.08.2010 02:00",0.232,0.255,0.224,0.215
"1334","17.08.2010 03:00",0.232,0.255,0.224,0.215
"1335","17.08.2010 04:00",0.232,0.255,0.224,0.214
"1336","17.08.2010 05:00",0.232,0.255,0.224,0.214
"1337","17.08.2010 06:00",0.232,0.255,0.224,0.214
"1338","17.08.2010 07:00",0.232,0.255,0.224,0.214
"1339","17.08.2010 08:00",0.232,0.255,0.224,0.214
"1340","17.08.2010 09:00",0.232,0.256,0.224,0.214
"1341","17.08.2010 10:00",0.232,0.255,0.224,0.214
"1342","17.08.2010 11:00",0.232,0.255,0.224,0.214
"1343","17.08.2010 12:00",0.232,0.255,0.223,0.214
"1344","17.08.2010 13:00",0.232,0.254,0.223,0.215
"1345","17.08.2010 14:00",0.232,0.254,0.223,0.215
"1346","17.08.2010 15:00",0.232,0.254,0.223,0.216
"1347","17.08.2010 16:00",0.231,0.254,0.223,0.216
"1348","17.08.2010 17:00",0.231,0.254,0.223,0.216
"1349","17.08.2010 18:00",0.231,0.254,0.224,0.216
"1350","17.08.2010 19:00",0.231,0.254,0.224,0.216
"1351","17.08.2010 20:00",0.231,0.254,0.224,0.216
"1352","17.08.2010 21:00",0.231,0.254,0.224,0.216
"1353","17.08.2010 22:00",0.231,0.254,0.225,0.216
"1354","17.08.2010 23:00",0.231,0.254,0.225,0.216
"1355","18.08.2010 00:00",0.231,0.254,0.225,0.216
"1356","18.08.2010 01:00",0.232,0.254,0.225,0.215
"1357","18.08.2010 02:00",0.232,0.255,0.225,0.215
"1358","18.08.2010 03:00",0.232,0.255,0.225,0.215
"1359","18.08.2010 04:00",0.232,0.255,0.225,0.215
"1360","18.08.2010 05:00",0.232,0.255,0.225,0.215
"1361","18.08.2010 06:00",0.232,0.255,0.225,0.214
"1362","18.08.2010 07:00",0.232,0.255,0.225,0.214
"1363","18.08.2010 08:00",0.232,0.255,0.225,0.214
"1364","18.08.2010 09:00",0.232,0.255,0.224,0.214
"1365","18.08.2010 10:00",0.232,0.255,0.224,0.214
"1366","18.08.2010 11:00",0.232,0.255,0.224,0.214
"1367","18.08.2010 12:00",0.232,0.255,0.224,0.214
"1368","18.08.2010 13:00",0.232,0.255,0.224,0.214
"1369","18.08.2010 14:00",0.232,0.254,0.223,0.215
"1370","18.08.2010 15:00",0.232,0.254,0.223,0.215
"1371","18.08.2010 16:00",0.232,0.254,0.224,0.216
"1372","18.08.2010 17:00",0.231,0.254,0.224,0.216
"1373","18.08.2010 18:00",0.232,0.254,0.224,0.216
"1374","18.08.2010 19:00",0.231,0.254,0.224,0.216
"1375","18.08.2010 20:00",0.232,0.254,0.225,0.216
"1376","18.08.2010 21:00",0.232,0.254,0.225,0.216
"1377","18.08.2010 22:00",0.232,0.254,0.225,0.216
"1378","18.08.2010 23:00",0.232,0.254,0.225,0.216
"1379","19.08.2010 00:00",0.232,0.255,0.225,0.215
